
Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:36:45 2021
Timers Off: Fri Nov  5 10:37:22 2021

Wall Time:       36.66 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
RV: Form V                          :    744.017u     52.933s     18.988w    101 calls
Properties                          :     86.776p                         140390 calls
Functional                          :     21.519p                         140390 calls
V_xc                                :    113.859p                         140390 calls
JK: D                               :      0.717u      0.100s      0.024w    101 calls
JK: USO2AO                          :      4.400u      0.383s      0.147w    101 calls
JK: JK                              :    177.783u     14.283s      7.589w    101 calls
DFH: compute_JK()                   :    177.733u     14.283s      7.587w    101 calls
DFH: Grabbing AOs                   :      0.050u      0.017s      0.001w    101 calls
DFH: compute_J                      :     78.483u      2.983s      2.064w    101 calls
JK: AO2USO                          :      3.550u      0.633s      0.106w    101 calls
HF: Form F                          :      0.517u      0.017s      0.021w    101 calls
HF: Form D                          :      0.650u      0.050s      0.022w    101 calls
HF: DIIS                            :     17.750u      2.117s      0.857w    100 calls
DIISManager::add_entry              :      1.567u      0.133s      0.073w    100 calls
DIISManager::extrapolate            :     10.200u      1.233s      0.550w    100 calls
bMatrix setup                       :      5.750u      0.733s      0.308w    100 calls
bMatrix pseudoinverse               :      0.150u      0.000s      0.009w    100 calls
New vector                          :      4.217u      0.500s      0.231w    100 calls
HF: Form C                          :     38.983u      4.750s      1.255w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.550u      0.067s      0.086w      1 calls
DFH: sparsity prep                  :      0.933u      0.017s      0.566w      1 calls
| Libint2ERI::Libint2ERI            :      0.600u      0.017s      0.365w      1 calls
DFH: initialize()                   :     34.900u      2.600s      1.777w      1 calls
| Libint2ERI::Libint2ERI            :      3.833u      0.117s      0.358w     13 calls
| DFH: AO Construction              :      8.033u      0.250s      0.414w      1 calls
| DFH: AO-Met. Contraction          :     13.550u      0.867s      0.452w      1 calls
HF: Form core H                     :      1.683u      0.083s      0.086w      1 calls
HF: Form S/X                        :      0.500u      0.067s      0.015w      1 calls
HF: Guess                           :      7.167u      0.717s      0.329w      1 calls
| SAD Guess                         :      7.083u      0.717s      0.324w      1 calls
HF: Form G                          :    935.967u     69.433s     27.074w    101 calls
| RV: Form V                        :    744.017u     52.933s     18.988w    101 calls
| | Properties                      :     86.776p                         140390 calls
| | Functional                      :     21.519p                         140390 calls
| | V_xc                            :    113.859p                         140390 calls
| JK: D                             :      0.717u      0.100s      0.024w    101 calls
| JK: USO2AO                        :      4.400u      0.383s      0.147w    101 calls
| JK: JK                            :    177.783u     14.283s      7.589w    101 calls
| | DFH: compute_JK()               :    177.733u     14.283s      7.587w    101 calls
| | | DFH: Grabbing AOs             :      0.050u      0.017s      0.001w    101 calls
| | | DFH: compute_J                :     78.483u      2.983s      2.064w    101 calls
| JK: AO2USO                        :      3.550u      0.633s      0.106w    101 calls
HF: Form F                          :      0.517u      0.017s      0.021w    101 calls
HF: Form D                          :      0.650u      0.050s      0.022w    101 calls
HF: DIIS                            :     17.750u      2.117s      0.857w    100 calls
| DIISManager::add_entry            :      1.567u      0.133s      0.073w    100 calls
| DIISManager::extrapolate          :     10.200u      1.233s      0.550w    100 calls
| | bMatrix setup                   :      5.750u      0.733s      0.308w    100 calls
| | bMatrix pseudoinverse           :      0.150u      0.000s      0.009w    100 calls
| | New vector                      :      4.217u      0.500s      0.231w    100 calls
HF: Form C                          :     38.983u      4.750s      1.255w    100 calls

**************************************************************************************

Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:45:47 2021
Timers Off: Fri Nov  5 10:46:22 2021

Wall Time:       34.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.567u      0.083s      0.088w      1 calls
DFH: sparsity prep                  :      0.950u      0.033s      0.577w      1 calls
Libint2ERI::Libint2ERI              :      4.450u      0.117s      0.730w     14 calls
DFH: initialize()                   :     34.783u      2.533s      1.700w      1 calls
DFH: AO Construction                :      7.700u      0.233s      0.397w      1 calls
DFH: AO-Met. Contraction            :     13.583u      0.917s      0.452w      1 calls
HF: Form core H                     :      1.650u      0.133s      0.087w      1 calls
HF: Form S/X                        :      0.650u      0.183s      0.023w      1 calls
HF: Guess                           :      7.350u      0.683s      0.335w      1 calls
SAD Guess                           :      7.233u      0.667s      0.329w      1 calls
HF: Form G                          :    947.400u     73.850s     27.524w    101 calls
RV: Form V                          :    757.133u     57.700s     19.511w    101 calls
Properties                          :     85.515p                         140390 calls
Functional                          :     21.017p                         140390 calls
V_xc                                :    121.497p                         140390 calls
JK: D                               :      0.550u      0.017s      0.024w    101 calls
JK: USO2AO                          :      5.400u      0.633s      0.185w    101 calls
JK: JK                              :    174.467u     13.917s      7.464w    101 calls
DFH: compute_JK()                   :    174.433u     13.917s      7.462w    101 calls
DFH: Grabbing AOs                   :      0.050u      0.017s      0.001w    101 calls
DFH: compute_J                      :     75.417u      2.900s      1.953w    101 calls
JK: AO2USO                          :      3.400u      0.433s      0.096w    101 calls
HF: Form F                          :      0.483u      0.017s      0.023w    101 calls
HF: Form D                          :      0.617u      0.067s      0.021w    101 calls
HF: DIIS                            :     16.433u      1.550s      0.791w    100 calls
DIISManager::add_entry              :      1.550u      0.083s      0.076w    100 calls
DIISManager::extrapolate            :      8.550u      0.683s      0.468w    100 calls
bMatrix setup                       :      5.150u      0.550s      0.284w    100 calls
bMatrix pseudoinverse               :      0.117u      0.000s      0.009w    100 calls
New vector                          :      3.200u      0.133s      0.171w    100 calls
HF: Form C                          :     43.950u      5.650s      1.374w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.567u      0.083s      0.088w      1 calls
DFH: sparsity prep                  :      0.950u      0.033s      0.577w      1 calls
| Libint2ERI::Libint2ERI            :      0.600u      0.000s      0.367w      1 calls
DFH: initialize()                   :     34.783u      2.533s      1.700w      1 calls
| Libint2ERI::Libint2ERI            :      3.850u      0.117s      0.362w     13 calls
| DFH: AO Construction              :      7.700u      0.233s      0.397w      1 calls
| DFH: AO-Met. Contraction          :     13.583u      0.917s      0.452w      1 calls
HF: Form core H                     :      1.650u      0.133s      0.087w      1 calls
HF: Form S/X                        :      0.650u      0.183s      0.023w      1 calls
HF: Guess                           :      7.350u      0.683s      0.335w      1 calls
| SAD Guess                         :      7.233u      0.667s      0.329w      1 calls
HF: Form G                          :    947.400u     73.850s     27.524w    101 calls
| RV: Form V                        :    757.133u     57.700s     19.511w    101 calls
| | Properties                      :     85.515p                         140390 calls
| | Functional                      :     21.017p                         140390 calls
| | V_xc                            :    121.497p                         140390 calls
| JK: D                             :      0.550u      0.017s      0.024w    101 calls
| JK: USO2AO                        :      5.400u      0.633s      0.185w    101 calls
| JK: JK                            :    174.467u     13.917s      7.464w    101 calls
| | DFH: compute_JK()               :    174.433u     13.917s      7.462w    101 calls
| | | DFH: Grabbing AOs             :      0.050u      0.017s      0.001w    101 calls
| | | DFH: compute_J                :     75.417u      2.900s      1.953w    101 calls
| JK: AO2USO                        :      3.400u      0.433s      0.096w    101 calls
HF: Form F                          :      0.483u      0.017s      0.023w    101 calls
HF: Form D                          :      0.617u      0.067s      0.021w    101 calls
HF: DIIS                            :     16.433u      1.550s      0.791w    100 calls
| DIISManager::add_entry            :      1.550u      0.083s      0.076w    100 calls
| DIISManager::extrapolate          :      8.550u      0.683s      0.468w    100 calls
| | bMatrix setup                   :      5.150u      0.550s      0.284w    100 calls
| | bMatrix pseudoinverse           :      0.117u      0.000s      0.009w    100 calls
| | New vector                      :      3.200u      0.133s      0.171w    100 calls
HF: Form C                          :     43.950u      5.650s      1.374w    100 calls

**************************************************************************************

Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:46:30 2021
Timers Off: Fri Nov  5 10:47:04 2021

Wall Time:       34.32 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.567u      0.033s      0.084w      1 calls
DFH: sparsity prep                  :      0.917u      0.017s      0.567w      1 calls
Libint2ERI::Libint2ERI              :      4.400u      0.150s      0.718w     14 calls
DFH: initialize()                   :     35.633u      2.550s      1.738w      1 calls
DFH: AO Construction                :      7.950u      0.250s      0.411w      1 calls
DFH: AO-Met. Contraction            :     13.850u      0.817s      0.472w      1 calls
HF: Form core H                     :      1.900u      0.167s      0.092w      1 calls
HF: Form S/X                        :      0.500u      0.050s      0.016w      1 calls
HF: Guess                           :      7.100u      0.683s      0.327w      1 calls
SAD Guess                           :      7.000u      0.683s      0.321w      1 calls
HF: Form G                          :    947.033u     71.967s     27.411w    101 calls
RV: Form V                          :    755.250u     56.050s     19.365w    101 calls
Properties                          :     84.875p                         140390 calls
Functional                          :     21.074p                         140390 calls
V_xc                                :    120.728p                         140390 calls
JK: D                               :      0.583u      0.050s      0.024w    101 calls
JK: USO2AO                          :      4.667u      0.517s      0.157w    101 calls
JK: JK                              :    177.517u     14.100s      7.561w    101 calls
DFH: compute_JK()                   :    177.483u     14.100s      7.559w    101 calls
DFH: Grabbing AOs                   :      0.017u      0.000s      0.001w    101 calls
DFH: compute_J                      :     77.983u      2.850s      2.029w    101 calls
JK: AO2USO                          :      3.367u      0.383s      0.093w    101 calls
HF: Form F                          :      0.500u      0.000s      0.019w    101 calls
HF: Form D                          :      0.500u      0.067s      0.021w    101 calls
HF: DIIS                            :     16.900u      1.667s      0.827w    100 calls
DIISManager::add_entry              :      1.467u      0.133s      0.075w    100 calls
DIISManager::extrapolate            :      9.750u      1.067s      0.539w    100 calls
bMatrix setup                       :      5.183u      0.633s      0.296w    100 calls
bMatrix pseudoinverse               :      0.100u      0.017s      0.009w    100 calls
New vector                          :      4.400u      0.383s      0.232w    100 calls
HF: Form C                          :     40.133u      4.683s      1.263w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.567u      0.033s      0.084w      1 calls
DFH: sparsity prep                  :      0.917u      0.017s      0.567w      1 calls
| Libint2ERI::Libint2ERI            :      0.583u      0.017s      0.362w      1 calls
DFH: initialize()                   :     35.633u      2.550s      1.738w      1 calls
| Libint2ERI::Libint2ERI            :      3.817u      0.133s      0.357w     13 calls
| DFH: AO Construction              :      7.950u      0.250s      0.411w      1 calls
| DFH: AO-Met. Contraction          :     13.850u      0.817s      0.472w      1 calls
HF: Form core H                     :      1.900u      0.167s      0.092w      1 calls
HF: Form S/X                        :      0.500u      0.050s      0.016w      1 calls
HF: Guess                           :      7.100u      0.683s      0.327w      1 calls
| SAD Guess                         :      7.000u      0.683s      0.321w      1 calls
HF: Form G                          :    947.033u     71.967s     27.411w    101 calls
| RV: Form V                        :    755.250u     56.050s     19.365w    101 calls
| | Properties                      :     84.875p                         140390 calls
| | Functional                      :     21.074p                         140390 calls
| | V_xc                            :    120.728p                         140390 calls
| JK: D                             :      0.583u      0.050s      0.024w    101 calls
| JK: USO2AO                        :      4.667u      0.517s      0.157w    101 calls
| JK: JK                            :    177.517u     14.100s      7.561w    101 calls
| | DFH: compute_JK()               :    177.483u     14.100s      7.559w    101 calls
| | | DFH: Grabbing AOs             :      0.017u      0.000s      0.001w    101 calls
| | | DFH: compute_J                :     77.983u      2.850s      2.029w    101 calls
| JK: AO2USO                        :      3.367u      0.383s      0.093w    101 calls
HF: Form F                          :      0.500u      0.000s      0.019w    101 calls
HF: Form D                          :      0.500u      0.067s      0.021w    101 calls
HF: DIIS                            :     16.900u      1.667s      0.827w    100 calls
| DIISManager::add_entry            :      1.467u      0.133s      0.075w    100 calls
| DIISManager::extrapolate          :      9.750u      1.067s      0.539w    100 calls
| | bMatrix setup                   :      5.183u      0.633s      0.296w    100 calls
| | bMatrix pseudoinverse           :      0.100u      0.017s      0.009w    100 calls
| | New vector                      :      4.400u      0.383s      0.232w    100 calls
HF: Form C                          :     40.133u      4.683s      1.263w    100 calls

**************************************************************************************

Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:47:54 2021
Timers Off: Fri Nov  5 10:48:32 2021

Wall Time:       37.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.450u      0.083s      0.085w      1 calls
DFH: sparsity prep                  :      0.950u      0.017s      0.576w      1 calls
Libint2ERI::Libint2ERI              :      4.417u      0.167s      0.734w     14 calls
DFH: initialize()                   :     35.583u      2.567s      1.742w      1 calls
DFH: AO Construction                :      8.383u      0.283s      0.434w      1 calls
DFH: AO-Met. Contraction            :     13.583u      0.950s      0.460w      1 calls
HF: Form core H                     :      1.717u      0.050s      0.086w      1 calls
HF: Form S/X                        :      0.617u      0.283s      0.024w      1 calls
HF: Guess                           :      7.033u      0.700s      0.328w      1 calls
SAD Guess                           :      6.950u      0.700s      0.323w      1 calls
HF: Form G                          :    942.500u     72.767s     27.475w    101 calls
RV: Form V                          :    753.450u     56.400s     19.468w    101 calls
Properties                          :     87.046p                         140390 calls
Functional                          :     21.173p                         140390 calls
V_xc                                :    119.175p                         140390 calls
JK: D                               :      0.583u      0.017s      0.022w    101 calls
JK: USO2AO                          :      4.583u      0.633s      0.154w    101 calls
JK: JK                              :    174.550u     14.117s      7.507w    101 calls
DFH: compute_JK()                   :    174.517u     14.117s      7.505w    101 calls
DFH: Grabbing AOs                   :      0.017u      0.017s      0.001w    101 calls
DFH: compute_J                      :     75.267u      3.100s      1.981w    101 calls
JK: AO2USO                          :      3.417u      0.483s      0.098w    101 calls
HF: Form F                          :      0.417u      0.033s      0.020w    101 calls
HF: Form D                          :      0.667u      0.050s      0.022w    101 calls
HF: DIIS                            :     15.483u      1.817s      0.751w    100 calls
DIISManager::add_entry              :      1.533u      0.200s      0.076w    100 calls
DIISManager::extrapolate            :      7.800u      0.783s      0.434w    100 calls
bMatrix setup                       :      4.483u      0.617s      0.254w    100 calls
bMatrix pseudoinverse               :      0.167u      0.000s      0.008w    100 calls
New vector                          :      3.067u      0.167s      0.169w    100 calls
HF: Form C                          :     38.900u      5.217s      1.231w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.450u      0.083s      0.085w      1 calls
DFH: sparsity prep                  :      0.950u      0.017s      0.576w      1 calls
| Libint2ERI::Libint2ERI            :      0.600u      0.017s      0.370w      1 calls
DFH: initialize()                   :     35.583u      2.567s      1.742w      1 calls
| Libint2ERI::Libint2ERI            :      3.817u      0.150s      0.364w     13 calls
| DFH: AO Construction              :      8.383u      0.283s      0.434w      1 calls
| DFH: AO-Met. Contraction          :     13.583u      0.950s      0.460w      1 calls
HF: Form core H                     :      1.717u      0.050s      0.086w      1 calls
HF: Form S/X                        :      0.617u      0.283s      0.024w      1 calls
HF: Guess                           :      7.033u      0.700s      0.328w      1 calls
| SAD Guess                         :      6.950u      0.700s      0.323w      1 calls
HF: Form G                          :    942.500u     72.767s     27.475w    101 calls
| RV: Form V                        :    753.450u     56.400s     19.468w    101 calls
| | Properties                      :     87.046p                         140390 calls
| | Functional                      :     21.173p                         140390 calls
| | V_xc                            :    119.175p                         140390 calls
| JK: D                             :      0.583u      0.017s      0.022w    101 calls
| JK: USO2AO                        :      4.583u      0.633s      0.154w    101 calls
| JK: JK                            :    174.550u     14.117s      7.507w    101 calls
| | DFH: compute_JK()               :    174.517u     14.117s      7.505w    101 calls
| | | DFH: Grabbing AOs             :      0.017u      0.017s      0.001w    101 calls
| | | DFH: compute_J                :     75.267u      3.100s      1.981w    101 calls
| JK: AO2USO                        :      3.417u      0.483s      0.098w    101 calls
HF: Form F                          :      0.417u      0.033s      0.020w    101 calls
HF: Form D                          :      0.667u      0.050s      0.022w    101 calls
HF: DIIS                            :     15.483u      1.817s      0.751w    100 calls
| DIISManager::add_entry            :      1.533u      0.200s      0.076w    100 calls
| DIISManager::extrapolate          :      7.800u      0.783s      0.434w    100 calls
| | bMatrix setup                   :      4.483u      0.617s      0.254w    100 calls
| | bMatrix pseudoinverse           :      0.167u      0.000s      0.008w    100 calls
| | New vector                      :      3.067u      0.167s      0.169w    100 calls
HF: Form C                          :     38.900u      5.217s      1.231w    100 calls

**************************************************************************************

Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:48:42 2021
Timers Off: Fri Nov  5 10:49:16 2021

Wall Time:       34.00 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.483u      0.050s      0.081w      1 calls
DFH: sparsity prep                  :      0.933u      0.017s      0.563w      1 calls
Libint2ERI::Libint2ERI              :      4.417u      0.133s      0.712w     14 calls
DFH: initialize()                   :     33.667u      2.250s      1.633w      1 calls
DFH: AO Construction                :      7.767u      0.233s      0.400w      1 calls
DFH: AO-Met. Contraction            :     13.633u      0.900s      0.457w      1 calls
HF: Form core H                     :      1.700u      0.100s      0.088w      1 calls
HF: Form S/X                        :      0.600u      0.183s      0.021w      1 calls
HF: Guess                           :      7.183u      0.717s      0.334w      1 calls
SAD Guess                           :      7.083u      0.700s      0.329w      1 calls
HF: Form G                          :    938.317u     72.400s     27.350w    101 calls
RV: Form V                          :    747.267u     56.033s     19.295w    101 calls
Properties                          :     86.050p                         140390 calls
Functional                          :     21.110p                         140390 calls
V_xc                                :    118.074p                         140390 calls
JK: D                               :      0.717u      0.033s      0.023w    101 calls
JK: USO2AO                          :      4.667u      0.350s      0.160w    101 calls
JK: JK                              :    176.083u     14.367s      7.524w    101 calls
DFH: compute_JK()                   :    176.050u     14.350s      7.522w    101 calls
DFH: Grabbing AOs                   :      0.067u      0.017s      0.001w    101 calls
DFH: compute_J                      :     76.833u      3.233s      2.008w    101 calls
JK: AO2USO                          :      3.550u      0.550s      0.107w    101 calls
HF: Form F                          :      0.450u      0.000s      0.022w    101 calls
HF: Form D                          :      0.433u      0.083s      0.023w    101 calls
HF: DIIS                            :     16.200u      1.800s      0.785w    100 calls
DIISManager::add_entry              :      1.550u      0.267s      0.085w    100 calls
DIISManager::extrapolate            :      8.200u      0.800s      0.453w    100 calls
bMatrix setup                       :      4.717u      0.517s      0.270w    100 calls
bMatrix pseudoinverse               :      0.333u      0.000s      0.009w    100 calls
New vector                          :      3.083u      0.283s      0.170w    100 calls
HF: Form C                          :     37.483u      4.867s      1.178w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.483u      0.050s      0.081w      1 calls
DFH: sparsity prep                  :      0.933u      0.017s      0.563w      1 calls
| Libint2ERI::Libint2ERI            :      0.583u      0.017s      0.358w      1 calls
DFH: initialize()                   :     33.667u      2.250s      1.633w      1 calls
| Libint2ERI::Libint2ERI            :      3.833u      0.117s      0.354w     13 calls
| DFH: AO Construction              :      7.767u      0.233s      0.400w      1 calls
| DFH: AO-Met. Contraction          :     13.633u      0.900s      0.457w      1 calls
HF: Form core H                     :      1.700u      0.100s      0.088w      1 calls
HF: Form S/X                        :      0.600u      0.183s      0.021w      1 calls
HF: Guess                           :      7.183u      0.717s      0.334w      1 calls
| SAD Guess                         :      7.083u      0.700s      0.329w      1 calls
HF: Form G                          :    938.317u     72.400s     27.350w    101 calls
| RV: Form V                        :    747.267u     56.033s     19.295w    101 calls
| | Properties                      :     86.050p                         140390 calls
| | Functional                      :     21.110p                         140390 calls
| | V_xc                            :    118.074p                         140390 calls
| JK: D                             :      0.717u      0.033s      0.023w    101 calls
| JK: USO2AO                        :      4.667u      0.350s      0.160w    101 calls
| JK: JK                            :    176.083u     14.367s      7.524w    101 calls
| | DFH: compute_JK()               :    176.050u     14.350s      7.522w    101 calls
| | | DFH: Grabbing AOs             :      0.067u      0.017s      0.001w    101 calls
| | | DFH: compute_J                :     76.833u      3.233s      2.008w    101 calls
| JK: AO2USO                        :      3.550u      0.550s      0.107w    101 calls
HF: Form F                          :      0.450u      0.000s      0.022w    101 calls
HF: Form D                          :      0.433u      0.083s      0.023w    101 calls
HF: DIIS                            :     16.200u      1.800s      0.785w    100 calls
| DIISManager::add_entry            :      1.550u      0.267s      0.085w    100 calls
| DIISManager::extrapolate          :      8.200u      0.800s      0.453w    100 calls
| | bMatrix setup                   :      4.717u      0.517s      0.270w    100 calls
| | bMatrix pseudoinverse           :      0.333u      0.000s      0.009w    100 calls
| | New vector                      :      3.083u      0.283s      0.170w    100 calls
HF: Form C                          :     37.483u      4.867s      1.178w    100 calls

**************************************************************************************

Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:49:43 2021
Timers Off: Fri Nov  5 10:50:19 2021

Wall Time:       35.89 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.567u      0.067s      0.087w      1 calls
DFH: sparsity prep                  :      0.933u      0.017s      0.565w      1 calls
Libint2ERI::Libint2ERI              :      4.417u      0.133s      0.724w     14 calls
DFH: initialize()                   :     35.150u      2.983s      1.761w      1 calls
DFH: AO Construction                :      8.317u      0.300s      0.435w      1 calls
DFH: AO-Met. Contraction            :     13.500u      0.883s      0.457w      1 calls
HF: Form core H                     :      2.767u      0.133s      0.149w      1 calls
HF: Form S/X                        :      0.667u      0.133s      0.022w      1 calls
HF: Guess                           :      7.133u      0.683s      0.342w      1 calls
SAD Guess                           :      7.033u      0.667s      0.337w      1 calls
HF: Form G                          :    948.233u     76.683s     28.279w    101 calls
RV: Form V                          :    748.283u     58.267s     19.830w    101 calls
Properties                          :     90.378p                         140390 calls
Functional                          :     21.601p                         140390 calls
V_xc                                :    118.189p                         140390 calls
JK: D                               :      0.850u      0.200s      0.035w    101 calls
JK: USO2AO                          :      5.317u      0.850s      0.194w    101 calls
JK: JK                              :    184.083u     15.633s      7.853w    101 calls
DFH: compute_JK()                   :    184.000u     15.617s      7.851w    101 calls
DFH: Grabbing AOs                   :      0.033u      0.000s      0.001w    101 calls
DFH: compute_J                      :     83.917u      3.983s      2.255w    101 calls
JK: AO2USO                          :      3.433u      0.483s      0.104w    101 calls
HF: Form F                          :      0.450u      0.017s      0.024w    101 calls
HF: Form D                          :      0.683u      0.133s      0.029w    101 calls
HF: DIIS                            :     18.650u      2.533s      0.929w    100 calls
DIISManager::add_entry              :      2.217u      0.167s      0.113w    100 calls
DIISManager::extrapolate            :      9.567u      1.250s      0.528w    100 calls
bMatrix setup                       :      6.033u      0.850s      0.331w    100 calls
bMatrix pseudoinverse               :      0.117u      0.000s      0.010w    100 calls
New vector                          :      3.383u      0.400s      0.185w    100 calls
HF: Form C                          :     41.633u      7.300s      1.387w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.567u      0.067s      0.087w      1 calls
DFH: sparsity prep                  :      0.933u      0.017s      0.565w      1 calls
| Libint2ERI::Libint2ERI            :      0.600u      0.017s      0.362w      1 calls
DFH: initialize()                   :     35.150u      2.983s      1.761w      1 calls
| Libint2ERI::Libint2ERI            :      3.817u      0.117s      0.361w     13 calls
| DFH: AO Construction              :      8.317u      0.300s      0.435w      1 calls
| DFH: AO-Met. Contraction          :     13.500u      0.883s      0.457w      1 calls
HF: Form core H                     :      2.767u      0.133s      0.149w      1 calls
HF: Form S/X                        :      0.667u      0.133s      0.022w      1 calls
HF: Guess                           :      7.133u      0.683s      0.342w      1 calls
| SAD Guess                         :      7.033u      0.667s      0.337w      1 calls
HF: Form G                          :    948.233u     76.683s     28.279w    101 calls
| RV: Form V                        :    748.283u     58.267s     19.830w    101 calls
| | Properties                      :     90.378p                         140390 calls
| | Functional                      :     21.601p                         140390 calls
| | V_xc                            :    118.189p                         140390 calls
| JK: D                             :      0.850u      0.200s      0.035w    101 calls
| JK: USO2AO                        :      5.317u      0.850s      0.194w    101 calls
| JK: JK                            :    184.083u     15.633s      7.853w    101 calls
| | DFH: compute_JK()               :    184.000u     15.617s      7.851w    101 calls
| | | DFH: Grabbing AOs             :      0.033u      0.000s      0.001w    101 calls
| | | DFH: compute_J                :     83.917u      3.983s      2.255w    101 calls
| JK: AO2USO                        :      3.433u      0.483s      0.104w    101 calls
HF: Form F                          :      0.450u      0.017s      0.024w    101 calls
HF: Form D                          :      0.683u      0.133s      0.029w    101 calls
HF: DIIS                            :     18.650u      2.533s      0.929w    100 calls
| DIISManager::add_entry            :      2.217u      0.167s      0.113w    100 calls
| DIISManager::extrapolate          :      9.567u      1.250s      0.528w    100 calls
| | bMatrix setup                   :      6.033u      0.850s      0.331w    100 calls
| | bMatrix pseudoinverse           :      0.117u      0.000s      0.010w    100 calls
| | New vector                      :      3.383u      0.400s      0.185w    100 calls
HF: Form C                          :     41.633u      7.300s      1.387w    100 calls

**************************************************************************************

Host: bc4login3.bc4.acrc.priv

Timers On : Fri Nov  5 10:51:16 2021
Timers Off: Fri Nov  5 10:51:50 2021

Wall Time:       34.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      1.567u      0.067s      0.086w      1 calls
DFH: sparsity prep                  :      0.967u      0.017s      0.581w      1 calls
Libint2ERI::Libint2ERI              :      4.450u      0.117s      0.742w     14 calls
DFH: initialize()                   :     34.750u      2.867s      1.719w      1 calls
DFH: AO Construction                :      7.750u      0.250s      0.402w      1 calls
DFH: AO-Met. Contraction            :     13.650u      0.917s      0.468w      1 calls
HF: Form core H                     :      1.733u      0.067s      0.089w      1 calls
HF: Form S/X                        :      0.617u      0.050s      0.018w      1 calls
HF: Guess                           :      7.533u      0.967s      0.348w      1 calls
SAD Guess                           :      7.433u      0.967s      0.343w      1 calls
HF: Form G                          :    944.950u     72.333s     27.669w    101 calls
RV: Form V                          :    752.967u     55.733s     19.570w    101 calls
Properties                          :     84.822p                         140390 calls
Functional                          :     21.035p                         140390 calls
V_xc                                :    122.906p                         140390 calls
JK: D                               :      0.683u      0.117s      0.024w    101 calls
JK: USO2AO                          :      5.067u      0.650s      0.169w    101 calls
JK: JK                              :    176.633u     14.333s      7.568w    101 calls
DFH: compute_JK()                   :    176.617u     14.333s      7.566w    101 calls
DFH: Grabbing AOs                   :      0.050u      0.017s      0.001w    101 calls
DFH: compute_J                      :     76.633u      3.217s      2.016w    101 calls
JK: AO2USO                          :      3.583u      0.517s      0.104w    101 calls
HF: Form F                          :      0.417u      0.017s      0.022w    101 calls
HF: Form D                          :      0.633u      0.083s      0.021w    101 calls
HF: DIIS                            :     15.950u      1.833s      0.767w    100 calls
DIISManager::add_entry              :      1.450u      0.150s      0.073w    100 calls
DIISManager::extrapolate            :      8.117u      0.850s      0.442w    100 calls
bMatrix setup                       :      4.650u      0.583s      0.257w    100 calls
bMatrix pseudoinverse               :      0.167u      0.017s      0.009w    100 calls
New vector                          :      3.183u      0.233s      0.173w    100 calls
HF: Form C                          :     38.300u      5.417s      1.228w    100 calls

--------------------------------------------------------------------------------------
V: Grid                             :      1.567u      0.067s      0.086w      1 calls
DFH: sparsity prep                  :      0.967u      0.017s      0.581w      1 calls
| Libint2ERI::Libint2ERI            :      0.600u      0.000s      0.372w      1 calls
DFH: initialize()                   :     34.750u      2.867s      1.719w      1 calls
| Libint2ERI::Libint2ERI            :      3.850u      0.117s      0.369w     13 calls
| DFH: AO Construction              :      7.750u      0.250s      0.402w      1 calls
| DFH: AO-Met. Contraction          :     13.650u      0.917s      0.468w      1 calls
HF: Form core H                     :      1.733u      0.067s      0.089w      1 calls
HF: Form S/X                        :      0.617u      0.050s      0.018w      1 calls
HF: Guess                           :      7.533u      0.967s      0.348w      1 calls
| SAD Guess                         :      7.433u      0.967s      0.343w      1 calls
HF: Form G                          :    944.950u     72.333s     27.669w    101 calls
| RV: Form V                        :    752.967u     55.733s     19.570w    101 calls
| | Properties                      :     84.822p                         140390 calls
| | Functional                      :     21.035p                         140390 calls
| | V_xc                            :    122.906p                         140390 calls
| JK: D                             :      0.683u      0.117s      0.024w    101 calls
| JK: USO2AO                        :      5.067u      0.650s      0.169w    101 calls
| JK: JK                            :    176.633u     14.333s      7.568w    101 calls
| | DFH: compute_JK()               :    176.617u     14.333s      7.566w    101 calls
| | | DFH: Grabbing AOs             :      0.050u      0.017s      0.001w    101 calls
